date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:14:08	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2019%20Oct%202020%2010:44:07%20GMT	http://fonts.googleapis.com/robots.txt		(from https://5f8b0d37172f1.site123.me/)
16:14:08	159/159	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Oct%202020%2010:44:02%20GMT	http://cdn-cms-s.f-static.net/robots.txt		(from https://5f8b0d37172f1.site123.me/)
16:14:08	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:08%20GMT	http://cdn-cms-s.f-static.net/manager/site123_website/files/logos/brand_files_2020/Icons/Png/Icon_blue.png?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/manager/site123_website/files/logos/brand_files_2020/Icons/Png/Icon_blue8ab6.png	(from https://5f8b0d37172f1.site123.me/)
16:14:08	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:08%20GMT	http://cdn-cms-s.f-static.net/versions/2/css/manifest.json?w=&orderScreen=&websiteID=4381915&onlyContent=&tranW=&v=r6915_21766929&wd=5f8b0d37172f1.site123.me	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/css/manifestd31f.json	(from https://5f8b0d37172f1.site123.me/)
16:14:08	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:08%20GMT	http://cdn-cms-s.f-static.net/ready_uploads/pwaScreenLogo/pwaImage.png?width=152&height=152&resizeType=pwaIcon&w=&orderScreen=&websiteID=4381915&tranW=&v=r6915_21766929	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/ready_uploads/pwaScreenLogo/pwaImagef14c.png	(from https://5f8b0d37172f1.site123.me/)
16:14:10	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2019%20Oct%202020%2010:44:09%20GMT	http://fonts.googleapis.com/robots.txt		(from https://5f8b0d37172f1.site123.me/)
16:14:51	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:09%20GMT	https://cdn-cms.f-static.net/uploads/4381915/400_5f8b2d689e035.png	/home/sandeep/websites/ew/cdn-cms.f-static.net/uploads/4381915/400_5f8b2d689e035.png	(from https://5f8b0d37172f1.site123.me/)
16:14:51	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:09%20GMT	https://cdn-cms.f-static.net/uploads/4381915/800_5f8b15e61a12c.png	/home/sandeep/websites/ew/cdn-cms.f-static.net/uploads/4381915/800_5f8b15e61a12c.png	(from https://5f8b0d37172f1.site123.me/)
16:14:51	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:09%20GMT	https://cdn-cms.f-static.net/uploads/4381915/800_5f8b16515d7c0.jpg	/home/sandeep/websites/ew/cdn-cms.f-static.net/uploads/4381915/800_5f8b16515d7c0.jpg	(from https://5f8b0d37172f1.site123.me/)
16:14:59	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:57%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_p1.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_p18ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:14:59	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:57%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_p2.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_p28ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:14:59	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:10%20GMT	https://cdn-cms.f-static.net/uploads/4381915/800_5f8b165538911.jpg	/home/sandeep/websites/ew/cdn-cms.f-static.net/uploads/4381915/800_5f8b165538911.jpg	(from https://5f8b0d37172f1.site123.me/)
16:15:01	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:44:59%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_p3.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_p38ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:15:01	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:45:00%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_p4.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_p48ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:15:01	4178/4178	---M-Z	200	added ('OK')	image/gif	date:Tue,%2010%20Sep%202019%2012:00:43%20GMT	http://cdn-cms-s.f-static.net/files/vendor/slick-1.8.1/slick/ajax-loader.gif	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/files/vendor/slick-1.8.1/slick/ajax-loader.gif	(from http://cdn-cms-s.f-static.net/versions/2/css/minimize_main.css?v=r6915)
16:15:01	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:45:01%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_scripts.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_scripts8ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:15:01	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Oct%202020%2010:45:01%20GMT	http://cdn-cms-s.f-static.net/versions/2/wizard/statistics/js/generateStats-min.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/wizard/statistics/js/generateStats-min8ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:15:01	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2005%20May%202020%2015:04:33%20GMT	http://cdn-cms-s.f-static.net/files/font-awesome-4.7/fonts/fontawesome-webfont.svg?v=4.7.0	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/files/font-awesome-4.7/fonts/fontawesome-webfont3e6e.svg	(from http://cdn-cms-s.f-static.net/versions/2/css/minimize_main.css?v=r6915)
16:15:02	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2006%20May%202020%2009:18:35%20GMT	http://cdn-cms-s.f-static.net/files/vendor/slick-1.8.1/slick/fonts/slick.svg	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/files/vendor/slick-1.8.1/slick/fonts/slick.svg	(from http://cdn-cms-s.f-static.net/versions/2/css/minimize_main.css?v=r6915)
16:15:03	3290/3290	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2006%20Oct%202020%2008:01:07%20GMT	http://cdn-cms-s.f-static.net/files/vendor/raty-master/lib/fonts/raty.svg	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/files/vendor/raty-master/lib/fonts/raty.svg	(from http://cdn-cms-s.f-static.net/versions/2/css/minimize_main.css?v=r6915)
16:15:04	186/186	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Oct%202020%2010:45:04%20GMT	http://cdn-cms-s.f-static.net/versions/2/css/owl.video.play.png	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/css/owl.video.play.png	(from http://cdn-cms-s.f-static.net/versions/2/css/minimize_main.css?v=r6915)
